id,url,title,component_type,content_text,provider,governance,states,reading_level,hierarchy_lvl0,hierarchy_lvl1,hierarchy_lvl2,hierarchy_lvl3,has_form,has_checklist,search_keywords
c7e558117761bd5b4fd26210746e453c,https://my.gov.au/en/about/help/mygov-website/create-mygov-account/detailed-steps-on-how-to-create-a-mygov-account#step-2:-choose-how-to-create-your-mygov-account,Step 2: choose how to create your myGov account,content,Select Continue with email.,Services Australia,Federal Government,['National'],10,Detailed steps on how to create a myGov account | myGov,Step 2: choose how to create your myGov account,,,False,False,"['select', 'continue', 'email']"
90b236f6fb5b831c73b81fbdde5fdd1e,https://my.gov.au/en/about/help/mygov-website/create-mygov-account/detailed-steps-on-how-to-create-a-mygov-account#step-3:-agree-to-terms-of-use,Step 3: agree to Terms of use,content,"Read the Terms of use. If you agree to the terms, select I agree. Select Cancel to go exit.",Services Australia,Federal Government,['National'],2,Detailed steps on how to create a myGov account | myGov,Step 3: agree to Terms of use,,,False,False,"['terms', 'agree', 'select', 'read', 'cancel', 'exit']"
f829f24d81355628d4c50d669826d643,https://my.gov.au/en/about/help/mygov-website/create-mygov-account/detailed-steps-on-how-to-create-a-mygov-account#step-4:-enter-an-email-address,Step 4: enter an email address,content,"Enter your email address, then select Next. Enter the code sent to your email then select Next.Each myGov account must have a unique email address. The same email can’t be used for two myGov accounts. If you share an email address with someone, only one of you can use it to create a myGov account.",Services Australia,Federal Government,['National'],6,Detailed steps on how to create a myGov account | myGov,Step 4: enter an email address,,,False,False,"['email', 'address', 'mygov', 'enter', 'your', 'then', 'select', 'next', 'account', 'code']"
1878a0f17293813f4938aaba2cfa929d,https://my.gov.au/en/about/help/mygov-website/create-mygov-account/detailed-steps-on-how-to-create-a-mygov-account#step-5:-enter-a-mobile-number,Step 5: enter a mobile number,content,"Enter your mobile number, then select Next. Enter the code sent to your mobile number and select Next.This step is optional, if you don’t have access to a mobile phone or mobile reception, select skip this step.",Services Australia,Federal Government,['National'],7,Detailed steps on how to create a myGov account | myGov,Step 5: enter a mobile number,,,False,False,"['mobile', 'select', 'enter', 'your', 'number', 'next', 'step', 'then', 'code', 'sent']"
35e84c475c3772872ee7f4baf4e41057,https://my.gov.au/en/about/help/mygov-website/create-mygov-account/detailed-steps-on-how-to-create-a-mygov-account#step-6:-create-a-password,Step 6: create a password,content,"Enter a Password, re-enter the password, then select Next.Your password must:
               have between 10 and 64 characters
               include at least 1 letter
               include at least 1 number
               not be the same as a password you've used before
               not use the same character repeatedly or have any sequential characters such as AAAA or 1234.
              Your password can have spaces and any of the following characters: ! @ # $ % ^ & *Passwords are case sensitive.",Services Australia,Federal Government,['National'],8,Detailed steps on how to create a myGov account | myGov,Step 6: create a password,,,False,False,"['password', 'characters', 'enter', 'your', 'include', 'least', 'same', '1234', 'then', 'select']"
385a1dcead09d60396b213ad1f2e6c5f,https://my.gov.au/en/about/help/mygov-website/create-mygov-account/detailed-steps-on-how-to-create-a-mygov-account#step-7:-create-secret-questions-and-answers,Step 7: create secret questions and answers,content,Secret questions and answers help keep your account secure. We'll ask you to create 3 questions and answers only you can answer.Choose a question from the list or select Write my own question. Make sure your answers are easy for you to remember.Select Next after you enter your answer.Repeat this step to create questions 2 and 3.Secret questions and answers aren’t case sensitive.,Services Australia,Federal Government,['National'],6,Detailed steps on how to create a myGov account | myGov,Step 7: create secret questions and answers,,,False,False,"['questions', 'answers', 'your', 'secret', 'create', 'answer', 'question', 'select', 'help', 'keep']"
6db31b6aa8611f337d04a4670a24ea7e,https://my.gov.au/en/about/help/mygov-website/create-mygov-account/detailed-steps-on-how-to-create-a-mygov-account#step-8:-use-your-mygov-account,Step 8: use your myGov account,content,"You’ve created a myGov account. Your myGov username will display on the screen. We’ll also email it to you. Select Continue to myGov.For your privacy and security, always select Sign out when you have finished using your myGov account.",Services Australia,Federal Government,['National'],7,Detailed steps on how to create a myGov account | myGov,Step 8: use your myGov account,,,False,False,"['mygov', 'your', 'account', 'select', 'created', 'username', 'display', 'screen', 'also', 'email']"
87c95bfdc22d455fa0668f2c6f17c462,https://my.gov.au/en/about/help/mygov-website/create-mygov-account/detailed-steps-on-how-to-create-a-mygov-account#what-you-might-be-interested-in,What you might be interested in,content,We have resources and support pages to help you get the most out of your myGov account.,Services Australia,Federal Government,['National'],7,Detailed steps on how to create a myGov account | myGov,What you might be interested in,,,False,False,"['resources', 'support', 'pages', 'help', 'most', 'your', 'mygov', 'account']"
44add881599caf58f03638a76ec8603c,https://my.gov.au/en/about/help/mygov-website/create-mygov-account/detailed-steps-on-how-to-create-a-mygov-account#44add881599caf58f03638a76ec8603c,Thank you for your feedback,form,,Services Australia,Federal Government,['National'],12,Detailed steps on how to create a myGov account | myGov,,,Thank you for your feedback,True,False,[]
b7d225ea29d53e003df0b31efc41472a,https://my.gov.au/en/about/help/mygov-website/create-mygov-account#b7d225ea29d53e003df0b31efc41472a,Create a myGov account,content,Find out how to create a myGov account.,Services Australia,Federal Government,['National'],4,Create a myGov account,,,,False,False,"['find', 'create', 'mygov', 'account']"
4587b5e256d001f79558c680a5d5edc9,https://my.gov.au/en/about/help/mygov-website/create-mygov-account#how-to-create-a-mygov-account,How to create a myGov account,content,"Here are the steps to create a myGov account:
               Go to myGov and select Create account. 
               Select Continue with email.
               Read the privacy notice and Terms of use. If you understand and agree to the Terms of use, select Next.
               Enter an Email address and select Next. 
               Enter the Code sent to your email, then select Next.
               Enter your Mobile number (optional) and select Next. 
               Enter the Code sent to your mobile phone and select Next. 
               Enter a Password and then Re-enter password. 
               Create your 3 Secret questions and answers. Choose from the list or create your own.
              If you need more help, go to detailed steps on how to create a myGov account.Watch this video to learn how to create a myGov account.",Services Australia,Federal Government,['National'],5,Create a myGov account | myGov,How to create a myGov account,,,False,True,"['select', 'create', 'enter', 'next', 'your', 'mygov', 'account', 'email', 'steps', 'terms']"
1453133d5dc3563dad5081ed6df7640b,https://my.gov.au/en/about/help/mygov-website/create-mygov-account#how-to-link-services-to-your-mygov-account,How to link services to your myGov account,content,Get the steps to link these government services.,Services Australia,Federal Government,['National'],5,Create a myGov account | myGov,How to link services to your myGov account,,,False,False,"['steps', 'link', 'these', 'government', 'services']"
7badb749144da84854e0dc6ccfcb9910,https://my.gov.au/en/about/help/mygov-website/create-mygov-account#what-you-might-be-interested-in,What you might be interested in,content,We have resources and support pages to help you get the most out of your myGov account.,Services Australia,Federal Government,['National'],7,Create a myGov account | myGov,What you might be interested in,,,False,False,"['resources', 'support', 'pages', 'help', 'most', 'your', 'mygov', 'account']"
602770d4ec78697534e98cf79a20fe3d,https://my.gov.au/en/about/help/mygov-website/create-mygov-account#602770d4ec78697534e98cf79a20fe3d,Thank you for your feedback,form,,Services Australia,Federal Government,['National'],12,Create a myGov account | myGov,,,Thank you for your feedback,True,False,[]
a919bc4d0065e19e4378703214365aef,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-child-support/detailed-steps-on-how-to-link-child-support#a919bc4d0065e19e4378703214365aef,Detailed steps on how to link Child Support,content,Get the detailed steps by step instructions on how to link Child Support with a Child Support Reference Number.,Services Australia,Federal Government,['National'],9,Detailed steps on how to link Child Support,,,,False,False,"['child', 'support', 'detailed', 'steps', 'step', 'instructions', 'link', 'reference', 'number']"
f04231445f0f9179339a93d5203e9cf0,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-child-support/detailed-steps-on-how-to-link-child-support#information-you-need-to-link-child-support,Information you need to Link Child Support,content,"We’ll ask you to answer some questions specific to you.This may include:
               reference numbers
               child details
               contact details.
              You must already be an existing Child Support customer to link Child Support to myGov.",Services Australia,Federal Government,['National'],8,Detailed steps on how to link Child Support | myGov,Information you need to Link Child Support,,,False,False,"['child', 'details', 'support', 'answer', 'some', 'questions', 'specific', 'include', 'reference', 'numbers']"
f5e1f496b6daba7328d54d6660bf3307,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-child-support/detailed-steps-on-how-to-link-child-support#step-1:-sign-in-to-mygov,Step 1: sign in to myGov,content,Go to myGov and sign in.,Services Australia,Federal Government,['National'],1,Detailed steps on how to link Child Support | myGov,Step 1: sign in to myGov,,,False,False,"['mygov', 'sign']"
172f5db35f39d7f48303de8870d76375,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-child-support/detailed-steps-on-how-to-link-child-support#step-2:-link-child-support,Step 2: link Child Support,content,Select and View and link services.Select Link on the Child Support tile.,Services Australia,Federal Government,['National'],4,Detailed steps on how to link Child Support | myGov,Step 2: link Child Support,,,False,False,"['select', 'link', 'view', 'services', 'child', 'support', 'tile']"
2f85887b34ffb063d0f3e00553c4af54,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-child-support/detailed-steps-on-how-to-link-child-support#step-3:-enter-your-child-support-reference-number,Step 3: enter your Child Support Reference Number,content,"Select Begin.Enter your Child Support Reference Number, then select Next.",Services Australia,Federal Government,['National'],9,Detailed steps on how to link Child Support | myGov,Step 3: enter your Child Support Reference Number,,,False,False,"['select', 'begin', 'enter', 'your', 'child', 'support', 'reference', 'number', 'then', 'next']"
b70ce662c4fb3dd0148c106724f1ff25,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-child-support/detailed-steps-on-how-to-link-child-support#step-4:-select-how-you’d-like-to-link,Step 4: select how you’d like to link,content,"If you have a linking code, enter it and select Next. Select Continue to save your changes and proceed. Skip to Step 7.Find out about how to get and use a linking code.If you don't have a linking code, select Next.",Services Australia,Federal Government,['National'],3,Detailed steps on how to link Child Support | myGov,Step 4: select how you’d like to link,,,False,False,"['linking', 'code', 'select', 'next', 'enter', 'continue', 'save', 'your', 'changes', 'proceed']"
447b21148e4330e76942a255497b8c00,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-child-support/detailed-steps-on-how-to-link-child-support#step-5:-enter-your-personal-details,Step 5: enter your personal details,content,Enter your name then select Next.Enter your date of birth then select Next.Enter your address then select Next.Select Continue to save your changes and proceed.,Services Australia,Federal Government,['National'],6,Detailed steps on how to link Child Support | myGov,Step 5: enter your personal details,,,False,False,"['your', 'select', 'enter', 'then', 'next', 'name', 'date', 'birth', 'address', 'continue']"
6492ec1c5e6c09eaf1edf0005647f691,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-child-support/detailed-steps-on-how-to-link-child-support#step-6:-answer-questions-specific-to-you,Step 6: answer questions specific to you,content,"We'll ask you to answer some questions specific to you.We base the questions on information Child Support holds. You can select I don't know the answer to skip a question, however if you skip too many questions we may be unable to link your Child Support record.",Services Australia,Federal Government,['National'],8,Detailed steps on how to link Child Support | myGov,Step 6: answer questions specific to you,,,False,False,"['questions', 'answer', 'child', 'support', 'skip', 'some', 'specific', 'base', 'information', 'holds']"
f09391a4b5c2d9f67ab874a808d6bfb5,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-child-support/detailed-steps-on-how-to-link-child-support#step-7:-access-child-support-through-mygov,Step 7: access Child Support through myGov,content,"You've now linked Child Support to your myGov account.You can either:
               select Continue to go to your Child Support online account
               select Return to myGov to go to your myGov account.",Services Australia,Federal Government,['National'],8,Detailed steps on how to link Child Support | myGov,Step 7: access Child Support through myGov,,,False,False,"['your', 'mygov', 'account', 'child', 'support', 'select', 'linked', 'either', 'continue', 'online']"
ffd36af67bb5b9d84aafcc4bc3d634c5,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-child-support/detailed-steps-on-how-to-link-child-support#what-you-might-be-interested-in,What you might be interested in,content,Find out about what you can do when you link Child Support.,Services Australia,Federal Government,['National'],3,Detailed steps on how to link Child Support | myGov,What you might be interested in,,,False,False,"['find', 'about', 'what', 'when', 'link', 'child', 'support']"
2992758b5365df29b5656241a9ef6e16,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-child-support/detailed-steps-on-how-to-link-child-support#2992758b5365df29b5656241a9ef6e16,Thank you for your feedback,form,,Services Australia,Federal Government,['National'],12,Detailed steps on how to link Child Support | myGov,,,Thank you for your feedback,True,False,[]
1f1f09a74b146d2059177c16c50fcf45,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-child-support#1f1f09a74b146d2059177c16c50fcf45,Link Child Support,content,Find out how to link Child Support to myGov to find important information about your child support payments.,Services Australia,Federal Government,['National'],10,Link Child Support,,,,False,False,"['find', 'child', 'support', 'link', 'mygov', 'important', 'information', 'about', 'your', 'payments']"
250c407ab2ae3176938de00faa058cb1,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-child-support#how-to-link-child-support-to-your-mygov-account,How to link Child Support to your myGov account,content,"Follow these steps to link Child Support online account to myGov:
               Sign in to myGov.
               Select View and link services.
               Select Link on the Child Support tile.
               You can link Child Support using one of these options: 
                
                 I’m an existing Child Support customer but I don’t have an online account. You’ll need to enter your Child Support reference number (CSRN) and answer some questions about yourself. 
                 I have a linking code. You can get a linking code over the phone.
                
               Select the best option for you, then select Next.
               Enter the details required for the option you selected and select Next.
               Follow the prompts and select Continue to save your changes.
               You may be asked to enter more details to complete the linking process. Answer these questions and select Next.
              If you need more help linking Child Support with a linking code or personal details, go to detailed steps on how to link Child Support.",Services Australia,Federal Government,['National'],6,Link Child Support | myGov,How to link Child Support to your myGov account,,,False,True,"['child', 'support', 'select', 'link', 'linking', 'these', 'enter', 'code', 'next', 'details']"
6387ed5771efe399c3839ab1ea253ea8,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-child-support#what-you-can-do-when-you-link,What you can do when you link,content,"When you link Child Support to your myGov account you can:
               check when your payments are due
               check how much you’ll get
               check how much you owe
               review past payments
               update your personal and contact details
               update your bank details or income estimate.",Services Australia,Federal Government,['National'],12,Link Child Support | myGov,What you can do when you link,,,False,False,"['your', 'check', 'when', 'payments', 'much', 'update', 'details', 'link', 'child', 'support']"
ac22eece082a548d2a6bb3bf0a3ec786,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-child-support#if-you're-unable-to-link,If you're unable to link,content,"If you can’t link a service to your myGov account, contact the service for help.",Services Australia,Federal Government,['National'],6,Link Child Support | myGov,If you're unable to link,,,False,False,"['service', 'link', 'your', 'mygov', 'account', 'contact', 'help']"
24a9c102da03d954711c5840a4cf45ef,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-child-support#24a9c102da03d954711c5840a4cf45ef,Thank you for your feedback,form,,Services Australia,Federal Government,['National'],12,Link Child Support | myGov,,,Thank you for your feedback,True,False,[]
f847d21c14e9d62ccde70a722debe59d,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account#f847d21c14e9d62ccde70a722debe59d,Link services to your account,content,Find out how to link services to your myGov account through the website.,Services Australia,Federal Government,['National'],6,Link services to your account,,,,False,False,"['find', 'link', 'services', 'your', 'mygov', 'account', 'through', 'website']"
0fa082bf05b09071064b78f168160282,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account#services-you-can-link-in-mygov,Services you can link in myGov,content,"You can link to these government services in myGov:
               Australian Taxation Office
               Centrelink
               Child Support
               Department of Health Applications Portal
               Department of Veterans' Affairs
               HousingVic Online Services
               Individual Healthcare Identifiers service
               Medicare
               My Aged Care
               My Health Record
               National Cancer Screening Register
               National Disability Insurance Scheme
               National Redress Scheme
               State Revenue Office Victoria
               Unique Student Identifier (USI)
               Victorian Concessions and Allowances
               Workforce Australia
               Your Career.",Services Australia,Federal Government,['National'],12,Link services to your account | myGov,Services you can link in myGov,,,False,False,"['national', 'services', 'office', 'department', 'health', 'scheme', 'link', 'these', 'government', 'mygov']"
54025f620737e468b9e0b1101812e4ee,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account#how-to-link-to-a-service,How to link to a service,content,Get the steps to link to these government services on the myGov website.,Services Australia,Federal Government,['National'],7,Link services to your account | myGov,How to link to a service,,,False,False,"['steps', 'link', 'these', 'government', 'services', 'mygov', 'website']"
4f4536f949b56475c519cef4a2e68aaf,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account#4f4536f949b56475c519cef4a2e68aaf,Thank you for your feedback,form,,Services Australia,Federal Government,['National'],12,Link services to your account | myGov,,,Thank you for your feedback,True,False,[]
b109fe15ae3fabe1b1f5aeb07c4e4db9,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-the-australian-taxation-office#b109fe15ae3fabe1b1f5aeb07c4e4db9,Link the Australian Taxation Office,content,Find out how to link the Australian Taxation Office to myGov to manage your tax and super.,Services Australia,Federal Government,['National'],9,Link the Australian Taxation Office,,,,False,False,"['find', 'link', 'australian', 'taxation', 'office', 'mygov', 'manage', 'your', 'super']"
2262ee1d9fd981bb8014c36b1039e329,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-the-australian-taxation-office#before-you-link-the-ato-to-your-mygov-account,Before you link the ATO to your myGov account,content,"Check you have the information you need to link to the ATO on the ATO website.The ATO doesn’t support Secret Questions and Answers as a 2 factor authentication option. If you’re using this, you’ll need to update your sign in settings before you can link to the ATO.",Services Australia,Federal Government,['National'],8,Link the Australian Taxation Office | myGov,Before you link the ATO to your myGov account,,,False,False,"['need', 'link', 'check', 'information', 'website', 'doesn', 'support', 'secret', 'questions', 'answers']"
cb6328f75e9229dca64fa06c38a217f8,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-the-australian-taxation-office#how-to-link-the-australian-taxation-office-to-your-mygov-account,How to link the Australian Taxation Office to your myGov account,content,"Follow these steps to link the ATO to your myGov account:
               Sign in to myGov.
               Once signed in, go to View and link services.
               Select Link next to Australian Taxation Office.
               Enter or confirm your personal details.
               Provide answers to 2 questions to verify your tax record.
              Find more information about linking the ATO to your myGov account on the ATO website.",Services Australia,Federal Government,['National'],7,Link the Australian Taxation Office | myGov,How to link the Australian Taxation Office to your myGov account,,,False,True,"['your', 'link', 'mygov', 'account', 'follow', 'these', 'steps', 'sign', 'once', 'signed']"
981380f08c2a64a2d99b260013da2681,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-the-australian-taxation-office#what-you-can-do-when-you-link,What you can do when you link,content,"When you link your myGov account to the ATO, you can:
               manage your personal and employment details
               view your tax information
               lodge and pay your tax
               view, manage and access your super
               view your student loan balance
               manage your lodgements as a sole trader.
              Find more information about using ATO online services on the ATO website.",Services Australia,Federal Government,['National'],12,Link the Australian Taxation Office | myGov,What you can do when you link,,,False,False,"['your', 'manage', 'view', 'information', 'when', 'link', 'mygov', 'account', 'personal', 'employment']"
7da34cb2113ab55e29412b65da8ab515,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-the-australian-taxation-office#7da34cb2113ab55e29412b65da8ab515,Using Digital ID to access ATO online services,content,"If you sign in to myGov using your Digital ID and access ATO online services, you need to continue using this sign in option to access ATO online services.This only affects access to ATO online services through myGov. You can still access your other linked services in myGov using your myGov sign in details, such as your username and password.",Services Australia,Federal Government,['National'],11,Link the Australian Taxation Office | myGov,What you can do when you link,Using Digital ID to access ATO online services,,False,False,"['mygov', 'your', 'access', 'services', 'sign', 'using', 'online', 'digital', 'need', 'continue']"
a2b9a114941272a6517f7af8b7f8f570,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-the-australian-taxation-office#if-you’re-unable-to-link,If you’re unable to link,content,"If you can’t link a service to your myGov account, contact the service for help.",Services Australia,Federal Government,['National'],6,Link the Australian Taxation Office | myGov,If you’re unable to link,,,False,False,"['service', 'link', 'your', 'mygov', 'account', 'contact', 'help']"
d4c48284ec85eb5566044f163f73fc76,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-the-australian-taxation-office#d4c48284ec85eb5566044f163f73fc76,Thank you for your feedback,form,,Services Australia,Federal Government,['National'],12,Link the Australian Taxation Office | myGov,,,Thank you for your feedback,True,False,[]
735c30aa4e2613ff01b511f184e5d7ff,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-centrelink#735c30aa4e2613ff01b511f184e5d7ff,Link Centrelink,content,Find out how to link Centrelink to myGov to access Australian Government social security payments and services.,Services Australia,Federal Government,['National'],12,Link Centrelink,,,,False,False,"['find', 'link', 'centrelink', 'mygov', 'access', 'australian', 'government', 'social', 'security', 'payments']"
b4a21a5746f9e8cfeccdb20c4068da71,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-centrelink#b4a21a5746f9e8cfeccdb20c4068da71,If you have a Customer Reference Number,content,"If you have a Centrelink Customer Reference Number (CRN), you can link Centrelink by either:
               answering some questions specific to you; or
               using a linking code that was issued to you.
              If you’ve claimed a payment before, you’ll have a CRN. You can find your CRN on Centrelink letters, your concession card or in your Centrelink online account.Follow these steps to link Centrelink to myGov:
               Sign in to myGov.
               Select View and link services.
               Select Link on the Centrelink tile.
               Select Yes for Do you have or know your Centrelink Customer Reference Number? Select whether you have a linking code. Select Next.
               Enter your CRN and your personal details. Select Next.
               Enter your payment details and interactions with Centrelink. Select Continue.
              If you need more help, go to linking Centrelink if you have a CRN or linking Centrelink using a linking code on the Services Australia website.",Services Australia,Federal Government,['National'],7,Link Centrelink | myGov,How to link Centrelink to myGov,If you have a Customer Reference Number,,False,True,"['centrelink', 'your', 'select', 'linking', 'link', 'code', 'customer', 'reference', 'number', 'using']"
3a25e0799d82329a72788a3a6315010e,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-centrelink#3a25e0799d82329a72788a3a6315010e,If you don't have a Customer Reference Number,content,"If you want to claim a payment or concession, you need a Centrelink Customer Reference Number (CRN) before you can link Centrelink. You can get a CRN by proving who you are with Centrelink.To prove your identity online for Centrelink, you will need to either:
               enter details from your identity documents; or
               have a strong level Digital ID.
              To enter details from your identity documents, you’ll need a Medicare card and two acceptable identity documents.These identity documents include your:
               Australian passport
               Australian birth certificate
               Australian citizenship certificate
               current Australian visa
               Australian driver licence
               ImmiCard issued by Department of Home Affairs.
              Follow these steps to link Centrelink if you don’t have a CRN:
               Sign in to myGov.
               Select View and link services.
               Select Link on the Centrelink tile.
               Select No for Do you have or know your Centrelink Customer Reference Number.
               Select Get started in Centrelink identity proof. Review the list of accepted identity documents, then select Next.
               Read Sharing personal details. Select I understand and agree to the above terms, then select Next.
               Enter details from your acceptable identity documents and select Verify. When you’ve verified your identity, select Next.
               Enter your Medicare card details and personal details. Select Continue.
              If you need more help, go to linking Centrelink using identity verification on the Services Australia website.",Services Australia,Federal Government,['National'],11,Link Centrelink | myGov,How to link Centrelink to myGov,If you don't have a Customer Reference Number,,False,True,"['identity', 'select', 'centrelink', 'your', 'details', 'documents', 'australian', 'need', 'link', 'enter']"
df87b2f932f0da502fa32f3d8df92edc,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-centrelink#if-you-have-a-strong-digital-id,If you have a strong Digital ID,content,"Follow these steps to link Centrelink with your Digital ID:
               Sign in to myGov.
               Select View and link services.
               Select Link on the Centrelink tile.
               Select No for Do you have or know your Centrelink Customer Reference Number.
               Select Get started in Digital ID.
               Follow the prompts to create a Digital ID or use your Digital ID to share your details with Centrelink.
              If you need more help, go to linking Centrelink using your Digital ID on the Services Australia website.Find out more about myID and identity strength on the myID website.",Services Australia,Federal Government,['National'],7,Link Centrelink | myGov,If you have a strong Digital ID,,,False,True,"['centrelink', 'your', 'digital', 'select', 'link', 'follow', 'services', 'more', 'website', 'myid']"
337dcdd9427f1b5de4b8e7d74b6a35e9,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-centrelink#what-you-can-do-when-you-link,What you can do when you link,content,"When you link Centrelink to your myGov account you can:
               find your Centrelink Reference Number (CRN)
               claim a payment
               track your claim
               upload documents
               report your income
               manage your details with Centrelink.",Services Australia,Federal Government,['National'],12,Link Centrelink | myGov,What you can do when you link,,,False,False,"['your', 'centrelink', 'claim', 'when', 'link', 'mygov', 'account', 'find', 'reference', 'number']"
9c0babbeedcfb7300041b9103a581eb3,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-centrelink#if-you’re-unable-to-link,If you’re unable to link,content,"If you can’t link a service to your myGov account, contact the service for help.",Services Australia,Federal Government,['National'],6,Link Centrelink | myGov,If you’re unable to link,,,False,False,"['service', 'link', 'your', 'mygov', 'account', 'contact', 'help']"
